Film,Commentaire,Sentiment
Intouchable,Ben j'aime pas Omar Sy. Voilà. Beaucoup de médiatisation pour pas grand chose.,Negatif
Intouchable,"Ben dis donc. Que de louanges. C'est certain le film va plaire : consensuel, tout public, drôle, émouvant, la rencontre de deux êtres que tout oppose blablabla. Mais, quand on y réfléchit un peu, c'est surtout bcp de clichés et pas mal de longueurs. Le film aurait bien gagné à perdre une demi-heure.J'ai bien conscience cependant que ces petits bémols ne changeront rien à la carrière annoncée d'un film français au succès déjà étonnant. Décidément ! Cf : ""Les petits mouchoirs"" et ""Des hommes et des Dieux"" dernièrement.Les deux acteurs excellents.",Negatif
Intouchable,"François Cluzet excellent comme d'habitude. Certe, quelques clichés et des scènes peu réalistes, mais bon c'est pour la bonne cause et cela fait du bien de croire que ce genre d'histoire puisse encore arriver de nos jours.. Un film sympathique mais j'ai du mal à comprendre le succès qu'il engendre !",Negatif
Intouchable,Certes il y a quelques scènes où j'ai versé ma petite larme mais je n'ai pas beaucoup ri aux éclats...,Negatif
Intouchable,"Intouchables, un chef d’œuvre. Le cinéma français est tombé bien bas. Comment une comédie remplie d'autant de clichés peut-être élevé à un rang aussi haut? On m'avait dit, ""vas voir Intouchables, tu vas rire pendant 2H00!!!"". Le film est plus qu'émouvant que drôle et les répliques cultes style ""pas de b"" (je ne la dirais pas pour pas spoiler le film, cette réplique doit rester secrète) ne sont pas drôles en elle-même. L'explication qui a suivi m'a fait décroché un sourire. J'ai été tout simplement consterné de voir la salle s'esclaffer pour rien. Pour la réalisation en elle-même, je suis désolé, mais la séquence du parapente n'est pas magnifique. Elle est tout simplement illisible. Toute la descente fait mal à la tête. Intouchables n'est pas un navet mais on s'en rapproche.Pour le César reçu par Omar Sy, j'ai une explication (Jean Dujardin a du travailler beaucoup plus son jeu d'acteur et il joue je ne sais combien de fois mieux que Sy): l'institution, n'ayant pas voulu renouveler le tollé provoqué par Bienvenue les Ch'tis, a été obligé de donner une récompense importante au film. C'est la seule explication plausible. Dujardin a été reconnu partout dans le monde sauf dans son pays d'origine. Cherchez l'erreur.",Negatif
Intouchable,"Voila un film français sois disant rigolos,je n'ai pas ri une seule fois,ce film est une supercherie grâce aux médias qui ont pousser les gens à aller voir ce film parce qu'il est drôle,je dirais plutôt que ce film est bourré d'émotion,c'est vrai que l’interprétation des acteurs est excellents, surtout Omar Sy qui dégageait un certain charisme ,mais pour moi ce film ne va pas plus loin.",Negatif
Intouchable,"Voilà voilà... Obligé d'aller le voir suite à la catastrophe de France 2 (cf), eh bien non ça ne prend pas malgré les nombreux moments drôles et les deux ou trois émouvants. C'est le duo qui n'est pas crédible... Exemple?spoiler:Omar conseille à Cluzet de tirer sur un joint pendant qu'il est en crise... Cluzet ne le lâche plus... Mouais... Tiré d'une histoire vraie avec de légers artifices...",Negatif
Intouchable,"François Cluzet est toujours aussi bon dans son rôle bougon et fatigué des faux semblants qui l'entoure.je ce que reproche au film, c'est d'avoir donné trop de pouvoir à l'auxiliaire de vie Omar Sy, j'ai l'impression que le réalisateur à laissé les clé du plateau dans trop de scène à Omar Sy.spoiler:On a un trio magique, un handicapé, un jeune de banlieue paumé sorti de prison et une lesbienne, le tout dans les salon feutré d'un hôtel particulier Parisien, certains dialogues sont bêtes et méchants
quand Omar Sy dit pas de bras, pas de chocolat.A la réalisation, et dans les texte Audiard peut faire un bijou de ce film tiré d'une histoire vraie, ou le vrai Auxiliaire de Vie est arabe et non noir.J'avais beaucoup d'attente sur ce film, tellement il a bien marché, je continue à attendre..",Negatif
Intouchable,"Au début, le film est assez amusant. Les gags sont, un peu lourds, mais risibles, et les personnages originaux. Mais dès le milieu jusqu'à la fin, je me suis énormément ennuyé. Les blagues d'Omar ne m'ont plus fait rire, et l'histoire devenait faible et répétitive. La petite morale est bien sympa mais gamine, est rabâchée continuellement. Grosse déception pour un film qui a fait tant de bruit.",Negatif
Intouchable,"Un bon film, Omar joue avec justesse, la seule fois ou on tombe dans le ridicule c'est le passage de danse c'était évitable",Negatif
Intouchable,"Film sans prétention, convenu! Bof! Guère d'intérêt! Difficile de sourire face à des clichés usés, attendus!Les cinq premières minutes sur la course en voiture ne sont pas engageantes du tout ! Faut-il rester dans la salle ? Faut-il s'attendre à un remake de Taxi pour handicapés? Faut-il rester ?Bref, il fait froid dehors ! alors on se laisse aller par un service après-vente un peu longuet!",Negatif
Intouchable,"C""était sympa, drôle, mais on sent trop le boulot de vissage du script. J'ai largement préféré ""nos jours heureux"", plus frais, plus vrai.",Negatif
Intouchable,"""Intouchables"" ""Intouchables"" ""Intouchables"" !!On m'a tellement raconté de ce film qu'il était irréprochable, que c'était un chef d'oeuvre etc que j'en ai été déçu. Certes, il est un peu émouvant et (rarement) marrant, mais le film est basé sur certains clichés qui peuvent agacer certaines personnes.Donc, film passe-temps.",Negatif
Intouchable,"Ce film n'a aucun critère pour rentrer dans l'histoire du Cinéma. Si il a fait tant d'entrées c'est qu'il allie tous les clichés populistes qui en fait un divertissement pour n'importe qui. Certes, certains passage sont marrants et bien pensées (d'ou mes 2 étoiles et demie) mais sinon pour le reste, il n'y a rien d'original en soit.En plus c'est un film inspiré d'une histoire vrai. Autant dire que la création n'a pas vraiment été à la page ici.En bref, un film populaire à voir au moins 1 fois (histoire de pas mourir con ^^)",Negatif
Intouchable,Il est très bien fait j'adoreIl est rigolo triste on rigole est en pleure en même temps j'aiadorer ce film,Negatif
Intouchable,"On sourit, parfois on rit. Pas plus. La lourdeur (involontaire) est trop souvent atteinte pour en faire un bon film.",Negatif
Intouchable,"Une bonne comédie familiale, ni plus ni moins. Le rire d'Omar Sy est communicatif. Les dialogues s'enchaînent bien et le rythme est maintenu. En revanche, la réalisation est tout à fait banale et les personnages n'évoluent pas de tout le film. À voir en salle à condition d'emmener des enfants de 10-12 ans, sinon cela supporterabien s'attendre la sortie DVD/VOD ...",Negatif
Intouchable,"j'ai été déçu le film est répétitif ,pénible .l'humour est basé sur des clichés tel que sur l'art moderne ou sur la musique classique ce qui est trés facile tout l'humour tourne autour d'omar qui aurait mérité le césar du meilleur comédien mais pas du meilleur acteur.En parlant des clichés le film est basé que sur ça ce qui est bien dommage. François cluset est chiant dans son rôle je ne l'ai pas aimé.spoiler:A la fin du film on apprend différentes infos sur les personnages qui ont été inspirés pour le film. C'est dommage c'était le plus intéréssant du film dommage que ça n'a pas été montré",Negatif
Intouchable,"Le même effet que ""Bienvenue chez les Ch'tis"", un succès populaire, de la caricature, des répliques faciles, de la démagogie, un matraquage publicitaire, l'obsession de vouloir nous émouvoir en nous faisant rire, une occupation des salles de cinéma au détriment d'autres films... Bref, ce n'est pas l'idée que je me fais du cinéma. Quand au contenu, Cluzet n'a pas besoin de ce film pour prouver qu'il est un excellent acteur, il l'a prouvé depuis ""Force majeure"", quand à Omar, il est selon moi indissociable de son acolyte Fred.",Negatif
Intouchable,On y passe un moment de détente. Pour le coté humaniste du film on repassera et on se demande comment Omar à réussi à obtenir un César ici.,Negatif
Intouchable,"Ce film est bon, certes, mais il n'est pas génial ! Je ne comprend pas comment ce film peut être premier dans le classement des meilleurs films ! L''humour est simple dans ce film, ce qui fait rire les gens, bon pour passer un agréable moment mais vraiment sans plus ...",Negatif
Intouchable,"Grosse déception. Peut-être ai-je mis trop d'espoirs ou d'attente dans ce film, tout le monde autour de moi me le décrivait comme génial. Moi, je ne l'ai pas trouvé super, et je me suis même un peu ennuyé à certains moments.Après, je suis contente qu'Omar Sy ait explosé grâce à cela.Bref, pour moi, c'est un film moyen. Avec une belle histoire, mais moyen",Negatif
Intouchable,"Déçu. Je ressort très déçu de la vision de ce film. Je ne retiens qu'une triste impression de 'Intouchables.. Oui ? Et puis après....' Evidemment, Omar est un humoriste exceptionnel. Il arrive à nous faire rire et parfois, rien qu'avec certaines mimiques seulement. François Cluzet est juste parfait dans son rôle. J'ai bien apprécié les rôles secondaires aussi. Mais pour moi c'est une déception car ce film ne fait que décrire la rencontre et le quotidien d'une personne handicapé et d'une personne valide. Rien d'autre. Ok il y a un échange culturel entre les deux univers, mais très franchement je ne comprend pas un tel engouement autour de ce film. Il n'y a à priori pas besoin d'aller au cinéma pour se rendre compte de la compassion que pourrait ressentir tout homme pour un autre homme ne pouvant plus subvenir à ses besoins seul. Enfin j'espères... Intouchables est un beau film hommage (en l'honneur de l'histoire vraie dont il est tiré), que d'un véritable moment de cinéma émotionellement intense ! ça pour ma part c'est une évidence !Ce sera un : Bien mais sans plus.",Negatif
Intouchable,"Après avoir entendu de nombreuses critiques élogieuses je m'attendais à mieux !!!c'est sympatoche, on rit par moment mais c'est quand même pas la comédie française du siècle !!!le côté émotion m'a échappé, le duo d'acteurs n'est pas assez convaincant.",Negatif
Intouchable,"J'ai ENFIN vu le fameux film ""intouchables"" après tout ce tappage que j'ai pu entendre dessus : Il est génial, c'est drole et émouvant, Omar joue très bien bla bla bla...Bah c'est pas mal, mais sans plus, c'est pas LE film de l'année pour moi, et je ne comprends pas son sucès en fait, il aurait pu très bien passé comme téléfilm à la TV ca aurait été pareil, car on peut le dire il n'y a aucun budget si ce n'est une BMW (whoao ca ne rigole plus!), l'histoire est simple, et banale : Riche et pauvre, différence sociale...J'ai ri que 3 4 fois, et les moments émouvants n'étaient pas SI émouvant que ca en fait.Bref a retenir : un film à voir au moins une fois, mais ca s'arrête la, on rigole quelque fois, et les acteurs jouent bien.Je crois qu'en fait les gens et la presse en a trop fait sur ce film qui parraissait SI GENIAL... Dommage.3/5",Negatif
Intouchable,"c'est le film auquel je m'attendais au vu de la BA, un film simple centré sur 2 acteurs, quelques scènes rigolotes mais pas hilarantes non plus et pas mal d'émotions, donc au final une belle histoire pour un bon petit film mais un succès surestimé.Des mêmes réalisateurs, j'ai largement préféré nos jours heureux et tellement proches ou j'avais vraiment ri.heureusement qu'omar sy est là sinon le film serait d'un ennui mortel",Negatif
Intouchable,"Un gentil film, de bons sentiments, un rôle qui me réconcilie avec Cluzet depuis le détestable ""petits mouchoirs""Ok très bien tout ça mais de là à déclencher de tels records d audience, ne comprends pas du tout. On a vu tellement de ""feel good movies"" français largement aussi bien ces dernières années, peut-être coup de chance du calendrier des sorties...",Negatif
Intouchable,"Film très regardable mais qui met autant mal à l'aise que Pretty Woman.Elle est pute, belle et hésite à vivre avec le beau gosse à la Porsche et vie de luxe qui veut l'épouser . L'analogie est ici la même il (Omar) est au chômage dans une cité pourrie et hésite à vivre à Saint Germain des Près avec un multimilliardaire (Cluzet) qui lui donne carte blanche (!!!)De plus, tout est l'avenant: l'art c'est de l'arnaque, l'opéra c'est chiant, les blancs ne savent pas danser etc.On en oublie quand même l'essentiel: mieux vaut être riche quand on est malade que pauvre et noir...",Negatif
Intouchable,"Après The Artist, je continue mon week de rattrapage avec Intouchables que j'ai enfin été voir au ciné alors que le film a déjà dépassé les 18 millions d'entrées en ce début de mois de février 2012. Je dis enfin car à force que tout le monde me bassine avec ce film je me suis enfin décidé, afin de ne pas mourir idiot car ce qu'on ne peut pas lui enlever c'est que tout le monde en parle..... et c'est toujours difficile de juger un film quand on ne l'a pas vu. Résultat des courses........une comédie française somme toute classique, parfois drôle et émouvante, qui s'appuie sur une histoire vraie. Je ne saurais pas vraiment dire quelle est la part de fiction et de réalité dans cette histoire mais comme souvent dans ce cas de figure, le scénario s’essouffle vite et ne sait plus trop quoi nous raconter si ce n'est enchainer les anecdotes et le comique de situation basé sur cette rencontre aussi touchante qu'improbable. Il y a certes un peu fil conducteur qui nous amène progressivement vers le dénouement mais trop léger pour m'emporter totalement. D'habitude généreux en caractères sur mes critiques, je ne sais finalement pas trop quoi en dire si ce n'est qu'Intouchables ne fait pas partie des genres de films que j'affectionne. Plus généralement les reconstitutions, les biopics et les films racontant une histoire vraie manque toujours à mon goût de sensationnel, d'intensité, d'inventivité...Je préfère par exemple un ""Dans la Tourmente"" qui s'appuie sur des faits de société mais qui a su ajouter la fiction et la tension nécessaire pour captiver le spectateur.Le cinéma est quand même magique car ce qu'il se passe autour de ces Intouchables un phénomène imprévisible, inexplicable, irrationnel, comme à l'époque pour le film de Dany Boon. Bien vus messieurs les réalisateurs ! Rien à dire en ce qui concerne la performance des acteurs si ce n'est une mention spéciale à Audrey Fleurot qu'on voit trop peu au ciné (à l'inverse de la télé).Dans le match des césars, même si j'ai mis la même note, je pencherais plus pour The Artist....",Negatif
Intouchable,"Beaucoup d'engouement autour d'un film qui n'en mérite pas autant. Un film qui joue sur la différence, avec des sentiments ... c'est émouvant, trop émouvant, et donc ennuyeux. C'est sympa de mettre l'accent sur l'aspect relationnel mais on voit clairement que c'est exagéré, la véritable histoire reproduite avec toute sa simplicité aurait certainement eu plus d'effet, là non. On met deux personnalités qui marchent bien en France histoire ""d'avoir un casting"" en ajustant leurs rôles, c'est pas naturel. Dommage car Omar Sy et Cluzet forment un bon duo ... mais dans un mauvais film, pas très drôle en plus. Un manque total de naturel déplaisant tout au long du film",Negatif
Intouchable,"Comme bienvenue chez les ch'tis, Camping, ça se regarde mais sans plus, y'a rien d'exceptionnel.",Negatif
Intouchable,"J'ai vu hier le film ""intouchables"". Je m'étais promis de ne pas en dire de mal mais comme je ne l'ai promis qu'à moi, je peux laisser tomber cette promesse et déverser tout mon fiel sur ce nouveau faux chef d'oeuvre du cinéma français.Je pourrais commencer en étant gentil, un peu, car tout n'est pas mauvais dans ce film. C'est une jolie petite histoire pleine de bons sentiments et il y a un ou deux moments de franche rigolade. Ca c'était le positif. Passons maintenant aux choses sérieuses. Les bons sentiments justement, un peu c'est bien, trop c'est écoeurant, dans intouchables on frôle vite l'overdose, le pire c'est qu'en desous de la couche de guimauve, c'est un peu le néant. Les personnages sont des caricatures sur pied et ont autant de personalité qu'un brin d'herbe sur un green. Tout le monde est gentil et les personalités ne sont que superficiellement décrites, ce qui rend difficile de vraiment s'attacher aux différents protagonistes, on reste à la surface des choses pendant tout le film, comme si les réalisateurs avaient peur de crever la couche sucrée qui cache le vide et l'absence d'intérêt présents tout au long du film.Autre gros problème, le film est long, très long, du moins c'est l'impression qu'il donne. C'est qu'à force de trop hésiter entre une approche drôle ou dramatique, ça ne va nulle part et on s'ennuie ferme pendant une bonne moitié du film, voire un peu (beaucoup?) plus. Le film ressemble à une alternance de moments presque drôles et de moments presque émouvants, collés les uns après les autres, un montage mécanique qui déshumanise encore une histoire qui aurait mérité un autre traitement.Voilà, m'en voulez pas de ne pas avoir apprécié ce film mais j'ai vraiment pas trouvé ça exceptionnel, même si, par rapport aux oeuvres de Dany Boon et autres pseudo-comiques français, on monte d'un (petit) cran, ça ne vole tout de même pas bien haut. 7,5€ pour ça c'est juste une arnaque, je conseille donc à ceux qui ne l'ont pas encore vu d'attendre la sortie DVD et de le louer pour passer une soirée tranquille en famille, ça ne vaut pas plus.",Negatif
Intouchable,Ce qui me gêne dans ce film c'est que ce jeune de banlieue ne règle les problèmes qu'en instaurant un rapport de force. Moralité quand on n'est pas riche il faut être le plus fort physiquement.Je doute que ce genre de message aille dans le bon sens pour aider les jeunes qui veulent s'en sortir,Negatif
Intouchable,"Ça dégouline de bons sentiments, Omar Sy joue une grosse caricature des cités, ça tient pas la route pour moi... Mais ça plaît aux Français, ça ne m'étonne pas, quand je vois les millions qui se sont bousculés pour voir ""Bienvenus chez les..."".Quelques gags faciles, un mec avec un rire hyper-communicatif, de la frature sociale réparée en deux heures, bravo, c'est la bonne formule...Mais j'avoue qu'il faut malgré tout cela deux bons acteurs que sont Cluzet et Sy, ils jouent juste, même si ça me plaît pas.",Negatif
Intouchable,"Serait-il possible que la presse arrête de relailler des informations mensongères à propos des origines du scénario ?Eric Toledano et Olivier Nakache se cachent derrière un mensonge. La genèse du scénario ne leur appartient pas. Elle est signée Ahmed et Zakia Bouchaala. J'ai lu leur scénario en 2006, ils n'ont pas trouvé de producteur qui adhère à leur projet, ils n'avaient pas fait un carton comme Eric Toledano et Olivier Nakache. Yume quad (la production) leur a racheté le projet pour une bouchée de pain. Ils ont fait un casting populaire, inventé une belle histoire aux origines du projet, collé les 2 weaners de la réalisation du moment, et voilà, les clefs de la réussite.C'est un vrai travail d'arriver à une telle combinaison mais revenons sur terre, les dessous de ce film ne sont pas aussi beau que l'on essaie de nous le faire croire.Bien à vous et bon visionnage.",Negatif
Intouchable,"Je ne comprend pas l'engouement des spectateurs pour ce film, je serai beaucoup plus proche de l'avis de la presse ... Un film qui possède beaucoup de bons cotés, une trame originale et bien réalisé mais tournée en ridicule par le génie Omar Sy, son humour ne m'atteint pas du tout, trop vulgaire, trop ... lourd, exactement , lourd, c'est ce qu'on ressent à chaque essai de blague de la part de ce raté, enfin on aime où on aime pas, je ne dénigre pas les personnes qui aiment Omar Sy, mais bon, faut avouer que niveau blague et humour, voila quoi",Negatif
Intouchable,"Un film simple, une histoire certes inspiré d'une histoire vraie mais qui sens trop la fabrication. Les blagues douteuses et lourdes s'enchainent, et si c'est marrant au début à la fin c'est lassant. Pas si émouvant que ça ( bizarrement un handicapé extrêmement riche ça ne fait pas pitié du tout!!). Les acteurs sont bons mais non convaincants. Du mal a comprendre pourquoi ça marche tant.",Negatif
Intouchable,"tout a déjà été dit dans les critiques 2 étoiles ... pourquoi tant d'engouement pour ce film ??? retirer le jeu de François Cluzet, le fait qu'il soit riche et quelques blagues (mal mises en valeur d'ailleurs), il ne reste pas grand chose. le scénario est mal construit concernant la correspondance avec la femme, l'histoire du petit frère ou la présence inutile de la fille ... même la question de la mort de sa femme est mal traitée. Le film surfe sur le jeu de F. Cluzet, le capital sympathie d'Omar Si et beaucoup de bons sentiments ... avec quelques idées politiquement correctes : les voyous sont des victimes de la société, fumer des joins c'est bien, faire appel aux prostituées, ll'homosexualité, ... tout ce qui est nécessaire pour qu'un film ait des bonnes notes. Résumé : film distrayant, bon pour la télé, sans plus.",Negatif
Intouchable,"Intouchables est cohérent avec lui-même, depuis la musique d'Einaudi aux 5% des entrées versés à une association pour des espaces publics accessibles aux handicapés et à leurs amis. Le film se regarde sans se forcer aucunement, la complicité des deux hommes est chaleureuse, seulement l'émotion ne passe pas toujours (et pourtant ils sont présents les partis pris cinématographiques de montrer la misère des banlieues face au luxe des aristocrates). Il y a de bonnes répliques, mais aussi quelques défauts dans la structuration et les plans - le flashback inutile, appuyé vers la fin pour que l'on comprenne que les réalisateurs se dirigent vers la conclusion du film, puisque nous sommes revenus au moment de complicité initial, c'est un peu lourd. Cela reste très dommage que la musique classique, la peinture contemporaine et l'opéra soient autant amochés et réduits à un simple commerce ou à une preuve d'intelligence ou de respectabilité, voire de richesse.",Negatif
Intouchable,Film très moyen qui ne mérite pas tout l’engouement qui l'a reçu. Le film le plus surcoté au monde.,Negatif
Intouchable,"Juste la moyenne pour un film vraiment moyen...Je m'attendais à du jamais vu et à une histoire qui fait penser et cogiter pendant des semaines. En plus inspiré d'un histoire vraie, je n'ai pas pensé une seconde que je n'allais pas aimer ce film avec tout ce qui se racontait.Ça m'a fait penser à ""L'Homme de Chevet"" d'Alain Monne avec Christophe Lambert et Sophie Marceau : exactement le même scénario !3.5 points en revanche pour les certains gags qui m'ont bien fait rire et le jeu des acteurs.",Negatif
Intouchable,"Bamboula-cliché devient l'ami de son bienfaiteur. Et c'est une histoire vraie ! On n'avait jamais vu ça auparavant ! Si si, le sale énergumène peut devenir fréquentable, Madame... Mais ça coûte un bras !La pub faite autour de ce Tintin au Congo du troisième millénaire me paraît honteuse.",Negatif
Intouchable,"Intouchables est un véritable succès ; succès qui se vaut de part ses dialogues bien trouvés et sa réalisation très propre un peu à l'américaine. Omar Sy n'a clairement pas mérité son césar. Il joue certes bien mais fait seulement et simplement ce qu'il sait faire. Interprétation facile donc. La vraie vedette du film, c'est François Cluzet. Son personnage est touchant et sa prestation est réellement émouvante. Le film, peut-être un peu trop manichéen, offre tout de même une jolie leçon de vie que ce soit par la peine ou par l'humour le plus libre qui soit. Néanmoins, le spectateur regrettera l'omniprésence de la musique (aussi belle soit-elle) et l'effet de ralenti final venant alourdir inutilement la fin du film. Ensemble moyen.",Negatif
Intouchable,"Des résultats qui dépassent de loin la qualité du film.Attention, le film n'est pas mauvais, mais ne présente néanmoins rien, si ce n'est de bonnes attentions. Certes, les deux acteurs tiennent bien leurs rôles, même si les pointes d'humour sont parfois un peu trop à la mode pour convaincre.Une réalisation moyenne en somme, comme nous savons en produire en France, qui n'aurait pas connu le même succès sans cette hypocrisie morale dans laquelle baigne les médias ou les spectateurs...Ne pas aimer Intouchables, ce n'est pas renier les banlieues ou le handicape...",Negatif
Intouchable,"Film sympathique certes ,mais inutile de s'attarder dessus , il n'y a aucun sens caché , tout n'est que cliché . Le jeu d'Omar Sy reste cependant intéressant mais rien de bien spécial qui lui vaille une récompense supérieure à celle de Jean Dujardin dans The Artist . Les deux films n'ont rien à voir ...",Negatif
Intouchable,"Les acteurs sont excellents et permettent de servir les quelques anecdotes d'une vie extraordinaire. Un film à l'humeur joyeuse, où on survole tous les aspects pénibles d'une vie de paraplégique pour s’attarder sur les merveilles non réalistes d'une intégration.Sinon le titre est un peu prétentieux, même si Intouchables vaut mieux que toutes les productions Dany Boon réunies.",Negatif
Intouchable,"Je n'ai pas aimé l'histoire (amour impossible, un expert de la conduite...). Mes moments préférés sont les SILENCES. Une BO d'enfer et la façon de filmer est génial; mais quand l'histoire est inintéressante...",Negatif
Intouchable,"Intouchables, c'est d'abord un film familial et humain extrêmement touchant, drôle,et on ne lui demande rien de plus. Cependant, les images finales, et les répétitions sur la conso de drogue etc.. ruinent complètement ce film.",Negatif
Intouchable,"Un concept drôle, une racaille recrutée pour assister un homme paralysée et aristocrate. Cependant déçu au final. La bande-annonce m'avait fait grande impression, je voulais absolument le voir. Puis l'ayant vu, je me dis bof. Sympa Omar, mais la plupart de ses blagues sont des allusions sexuelles. De plus, je trouve que Cluzet est peu crédible dans son rôle.",Negatif
Intouchable,"Un bon film comique. On se marre bien et le duo François Cluzet/Omar Sy fonctionne. Après, je n'aime pas ce que ce film cherche à montrer. Un riche Blanc handicapé et un pauvre Noir : deux ""exclus de la société"". Dedans, le Blanc donne sa chance au Noir pour qu'il suive le bon chemin. En échange, le Noir pousse le Blanc dans son fauteuil roulant. Ensemble, ils retrouvent le goût de la vie. Ils sont heureux. Ce film veut donc nous dire que le métissage c'est l'avenir de la France : en gros, si le Blanc ne donne pas sa chance à l'immigré, il n'arrivera à rien dans ce monde. Un très mauvais message Droit de l'Hommiste qui ne met pas l'accent sur les problèmes d'intégration dans notre société.",Negatif
Intouchable,"Une comédie française comme les français ont l'habitude d'en faire. C'est à dire avec de l'expérience et du vécu. Mais là ! Le message social passe encore mieux que d'habitude ! Car le réalisateur a du tapper sur Google : Noir +Banlieue+ Bourgeois+Handicapé = coktail payant+Bilan: Comme mélodrame il y'a beaucoup plus triste, comme comédie il y'a beaucoup plus drôle.",Negatif
Intouchable,"Bizarre toute cette ferveur autour de ce film convenu;l'émotion est au rendez vous mais trop de jeux de mots à 2 balles, de clichés, trop de bons sentiments, lourd, maladroit... Bref, la démagogie habituelle de nombreux films français. omar sy est meilleur que dans son SAV pourri. Reste la musique, chiante à souhait avec ce piano agaçant.difficile de juger moyennement un film que 17 millions ont trouvés bien.",Negatif
Intouchable,"Sympa, mais ne mérite pas le succès dont il a hérité.bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb",Negatif
Intouchable,"Un film plaisant sans plus, un scénario banal, une mise en scene classique, quelques réparties sympathiques, les acteurs sont bons..... mais cela vaut pas le tapage médiatique actuel.....",Negatif
Intouchable,"Sympathique mais vraiment pas grand chose d'original ni de percutant.Bons acteurs.Il aurait pu être beaucoup plus intéressant.Certes, le handicap physique (ou mental) est une malchance que la société se doit d'essayer de compenser au mieux mais que dire de l'inégalité des richesses à la naissance ?N'est-ce pas encore plus absurde de créer artificiellement un handicap entre les humains ?Ce point n'est qu’effleuré par le film.",Negatif
Intouchable,"le film est réussi en tant que film y'a pas dire : ça se regarde très bien, on rit de temps en temps, les acteurs relativement attachant à défaut d'être crédibles, les musiques bien senties.Mais quelle caricature de deux milieux sociaux, c'est vraiment n'importe quoi. Tous les poncifs y passent, le sénégalais grand et balèze mais qui ne sait pas parler et est immature, sa mère a 10 gosses fait par plein de mecs différents, chez eux c'est le bordel (bien sur les africains sont bordéliques et crient tout le temps), son frère est petit dealer (genre t'habite dans une cité automatiquement t'as un frère dealer)...Sous jacent aussi l'enorme machisme : driss apprend à philippe à ne pas respecter les femmes, à tuer le romantisme (genre le mec qui a 55 balais s'y prend comme un gamin de 12 ans alors qu'il a vécu 20 ans avec une nana, pfff), ils vont voir les putes chinoises pour se faire masser (cautionnement implicite de la prostitution organisée : ah ah c'est cool d'aller voir les putes, ça montre qu'on est libre)...et bien sur le culte de la voiture ""virilisante"", dérapages et circuit automobile en ville (rien de plus crétin et dangereux, mais ici c'est présenté encore comme mode de liberté)bref un bon film, mais un bon film réactionnaire de propagande anti-pauvre, anti-immigration africaine, machiste. Je comprends que ça plaise aux gros beaufs (genre ""ah non mais moi je suis pas raciste, y'en a vraiment qui sont bien, la preuve..."")",Negatif
Intouchable,"A en voir les critiques et les avis d'amis, je m'attendais vraiment à quelque chose de profond, de sincère... J'ai été TRES déçu... Le film est bon, mais heureusement que Omar Sy est là...",Negatif
Intouchable,"Ce film est effectivement plein de bons sentiments et l'humour est plutôt moyen, il manque de piment, de trash même je dirai, et reste trop correct. Si j'ai trouvé le jeu d'Omar Sy assez convaincant, je ne peux pas en dire de même du reste des acteurs, souvent surjoué ou qui donne carrément l'impression d'être faux. ça se laisse regarder, on rigole deux ou trois fois, mais franchement, ça aurait pu être mieux fait.",Negatif
Intouchable,"La scène du début aurait pu donner avec plus de réalisme parce que les policiers les lâchent de suite après leur arrivée aux urgences.Ça commence mal.Mais il s'agit d'un film ou les 2 protagonistes sont attachants.Je n'ai pas trop apprécié la manière de jouer de François CLUZET.L'ambiance y est cool.Un peu trop à cause D’Omar SY.La différence des 2 mondes est nettes:La banlieue qui chauffe avec la mère de Driss qui confond œuf Fabergé et Kinder contre la ""tranquillité"" des riches.La confrontation est hilarante voire touchante par moments.Cocasse, mais ce film fait trop film par son manque de réalisme.A classer en SF ? Je plaisante.",Negatif
Intouchable,"Omar Sy is great - brilliant comic actor , unfortunately the script is an unbearable serie of cliches which make youto hate this French bourgeoisie !",Negatif
Intouchable,"Comme pou ""Bienvenue chez les chti's"" ce film ne mérite pas une telle critique. Certes on passe un bon moment mais les clichés prennent le dessus. Dommage.",Negatif
Intouchable,"' intouchable ' est une bonne comédie française avec un scénario assez original.Cela dit, je ne comprend pas le succès que rencontre ce film, car, il est vrai qu'il est intéressant, mais pas au point de le qualifier de ' chef-d’œuvre ', enfin, pas à mon goût.Le personnage interprété par Omar Sy, Driss, est énervant et aussi quelque peu stéréotypé.De plus, l'humour de ce film est plat. Mais j'ai quand même apprécié ce film pour l'aspect humain. Ce film est à voir à l’occasion, mais il reste une comédie, tout ce qu'il y a de plus banal.",Negatif
Intouchable,C'est un super film. Mais bien trop cliché à mon gout .,Negatif
Intouchable,Trop de bons sentiments tuent le film! Le cinéma français ds toute sa splendeur! Sitôt vu sitôt oublié!,Negatif
Intouchable,"Film sympathique, agréable à regarder, on passe un bon moment mais on ne peut pas parler de chef d'oeuvre. Les critiques se sont emballées pour ce film ""surcôté"" comportant quelques clichés.",Negatif
